case_,date_of_occurrence,block,_primary_decsription,fbi_cd,_secondary_description,ward,_location_description,domestic,beat,_iucr,arrest,:@computed_region_43wa_7qmu,location,y_coordinate,latitude,:@computed_region_awaf_s7ux,x_coordinate,longitude,:@computed_region_bdys_3d7i,:@computed_region_6mkv_f3dw,:@computed_region_vrxf_vc4k
JG181492,2023-03-08T17:30:00.000,025XX N SPAULDING AVE,THEFT,06,$500 AND UNDER,35,APARTMENT,N,1413,0820,N,12.0,"{'latitude': '41.926960014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.710826552'}",1916589.0,41.926960014,15.0,1153649.0,-87.710826552,72.0,22535.0,23.0
JG177869,2023-03-08T00:00:00.000,029XX W 25TH ST,CRIMINAL TRESPASS,26,TO RESIDENCE,12,APARTMENT,Y,1033,1365,Y,1.0,"{'latitude': '41.846415791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.698178845'}",1887264.0,41.846415791,29.0,1157308.0,-87.698178845,262.0,21569.0,32.0
JG177911,2023-03-08T02:03:00.000,047XX S ELIZABETH ST,WEAPONS VIOLATION,15,RECKLESS FIREARM DISCHARGE,20,STREET,N,933,1477,N,4.0,"{'latitude': '41.807721905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.656434739'}",1873251.0,41.807721905,12.0,1168793.0,-87.656434739,739.0,14924.0,59.0
JG181028,2023-03-08T20:30:00.000,048XX S WESTERN BLVD,CRIMINAL DAMAGE,14,TO VEHICLE,15,STREET,N,922,1320,N,3.0,"{'latitude': '41.806373312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.683803962'}",1872702.0,41.806373312,29.0,1161335.0,-87.683803962,788.0,14924.0,59.0
JF325806,2022-07-21T09:15:00.000,0000X E 8TH ST,CRIMINAL DAMAGE,14,TO VEHICLE,4,RESIDENCE - GARAGE,N,123,1320,N,,,,,,,,,,
JG178978,2023-03-08T22:00:00.000,027XX N SAWYER AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,35,APARTMENT,Y,1412,0486,N,12.0,"{'latitude': '41.931459565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.708625556'}",1918233.0,41.931459565,15.0,1154236.0,-87.708625556,72.0,22535.0,23.0
JG179032,2023-03-08T21:00:00.000,088XX S COMMERCIAL AVE,BATTERY,08B,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",10,APARTMENT,N,424,0454,Y,47.0,"{'latitude': '41.73489644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.551374724'}",1846957.0,41.73489644,47.0,1197677.0,-87.551374724,509.0,21202.0,42.0
JG178051,2023-03-08T07:10:00.000,054XX S FAIRFIELD AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,14,STREET,N,923,0910,N,8.0,"{'latitude': '41.794690928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.692605888'}",1868427.0,41.794690928,49.0,1158967.0,-87.692605888,778.0,22248.0,61.0
JG179748,2023-03-08T16:00:00.000,026XX S WABASH AVE,THEFT,06,OVER $500,3,PARKING LOT / GARAGE (NON RESIDENTIAL),N,133,0810,N,9.0,"{'latitude': '41.845073132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.625311553'}",1886930.0,41.845073132,48.0,1177166.0,-87.625311553,191.0,21194.0,1.0
JG178975,2023-03-08T21:30:00.000,022XX S TRUMBULL AVE,BATTERY,04B,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,22,RESIDENCE,N,1024,0420,N,28.0,"{'latitude': '41.850897713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.711314996'}",1888871.0,41.850897713,14.0,1153717.0,-87.711314996,755.0,21569.0,32.0
JG178721,2023-03-08T17:00:00.000,002XX S COLUMBUS DR,THEFT,06,OVER $500,42,VEHICLE - COMMERCIAL,N,114,0810,N,36.0,"{'latitude': '41.878766117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.620724284'}",1899218.0,41.878766117,22.0,1178314.0,-87.620724284,367.0,14311.0,38.0
JG178163,2023-03-08T08:30:00.000,013XX W 95TH ST,ASSAULT,08A,SIMPLE,21,SCHOOL - PUBLIC BUILDING,N,2213,0560,N,13.0,"{'latitude': '41.721303358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.655873595'}",1841762.0,41.721303358,18.0,1169194.0,-87.655873595,592.0,22212.0,72.0
JG179112,2023-03-08T22:00:00.000,079XX S GREEN ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,17,STREET,N,621,0910,N,31.0,"{'latitude': '41.749649216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.64522669'}",1852114.0,41.749649216,17.0,1172018.0,-87.64522669,487.0,21554.0,70.0
JG178782,2023-03-08T18:40:00.000,021XX E 71ST ST,THEFT,06,$500 AND UNDER,5,PARKING LOT / GARAGE (NON RESIDENTIAL),N,333,0820,N,33.0,"{'latitude': '41.766102387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.573539169'}",1858274.0,41.766102387,32.0,1191527.0,-87.573539169,453.0,22538.0,39.0
JG180891,2023-03-08T10:00:00.000,030XX N MILWAUKEE AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,30,STREET,N,2523,0910,N,21.0,"{'latitude': '41.936853833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720172313'}",1920176.0,41.936853833,15.0,1151080.0,-87.720172313,215.0,21538.0,22.0
JG177862,2023-03-07T23:59:00.000,078XX S MORGAN ST,ASSAULT,04A,AGGRAVATED - OTHER DANGEROUS WEAPON,17,APARTMENT,N,612,0530,N,31.0,"{'latitude': '41.75161972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.648918043'}",1852824.0,41.75161972,17.0,1171005.0,-87.648918043,487.0,21554.0,70.0
JG178879,2023-03-08T05:50:00.000,012XX W 119TH ST,CRIMINAL SEXUAL ASSAULT,02,NON-AGGRAVATED,34,OTHER (SPECIFY),N,524,0281,N,22.0,"{'latitude': '41.677661758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.652872258'}",1825866.0,41.677661758,45.0,1170139.0,-87.652872258,642.0,22212.0,50.0
JG183856,2023-02-22T17:27:00.000,054XX S LAKE PARK AVE,DECEPTIVE PRACTICE,11,FRAUD OR CONFIDENCE GAME,5,SMALL RETAIL STORE,N,234,1130,N,33.0,"{'latitude': '41.797038232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.587282115'}",1869514.0,41.797038232,1.0,1187680.0,-87.587282115,501.0,21192.0,8.0
JF266938,2022-06-03T21:55:00.000,007XX E 37TH ST,WEAPONS VIOLATION,15,UNLAWFUL POSSESSION - HANDGUN,4,PARK PROPERTY,N,212,143A,Y,10.0,"{'latitude': '41.827851531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.608377666'}",1880693.0,41.827851531,1.0,1181833.0,-87.608377666,221.0,4301.0,2.0
JG180280,2023-03-08T15:00:00.000,024XX W FLOURNOY ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,28,STREET,N,1135,0910,N,23.0,"{'latitude': '41.872964607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.687510515'}",1896960.0,41.872964607,48.0,1160142.0,-87.687510515,756.0,21184.0,29.0
JG178085,2023-03-08T08:45:00.000,043XX S MICHIGAN AVE,ROBBERY,03,STRONG ARM - NO WEAPON,3,STREET,Y,215,0320,N,9.0,"{'latitude': '41.816030113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.623015946'}",1876352.0,41.816030113,12.0,1177879.0,-87.623015946,393.0,4301.0,4.0
JG178833,2023-03-08T19:30:00.000,014XX N CICERO AVE,ASSAULT,08A,SIMPLE,37,DEPARTMENT STORE,N,2533,0560,N,45.0,"{'latitude': '41.90690686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.746049479'}",1909214.0,41.90690686,4.0,1144114.0,-87.746049479,62.0,4299.0,26.0
JG178805,2023-03-08T19:02:00.000,050XX W CONCORD PL,OTHER OFFENSE,26,HARASSMENT BY TELEPHONE,37,APARTMENT,N,2533,2825,N,45.0,"{'latitude': '41.910469677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.751597381'}",1910502.0,41.910469677,4.0,1142595.0,-87.751597381,523.0,22615.0,26.0
JG179161,2023-03-08T19:00:00.000,038XX N SPAULDING AVE,BURGLARY,05,ATTEMPT FORCIBLE ENTRY,33,RESIDENCE - GARAGE,N,1733,0630,N,20.0,"{'latitude': '41.95079662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.710377785'}",1925276.0,41.95079662,2.0,1153708.0,-87.710377785,325.0,21538.0,16.0
JG178972,2023-03-08T22:39:00.000,020XX W ARTHUR AVE,ASSAULT,08A,SIMPLE,50,APARTMENT,N,2412,0560,N,27.0,"{'latitude': '41.999694157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.680977084'}",1943154.0,41.999694157,42.0,1161570.0,-87.680977084,320.0,22528.0,20.0
JG178922,2023-03-08T20:57:00.000,021XX S MICHIGAN AVE,ASSAULT,08A,SIMPLE,3,APARTMENT,N,132,0560,N,9.0,"{'latitude': '41.853930752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.623841071'}",1890161.0,41.853930752,48.0,1177540.0,-87.623841071,374.0,21194.0,34.0
JG177890,2023-03-08T00:30:00.000,008XX E 52ND ST,BATTERY,04B,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",5,APARTMENT,Y,233,0498,N,33.0,"{'latitude': '41.800449283', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.605231798'}",1870715.0,41.800449283,32.0,1182775.0,-87.605231798,440.0,21192.0,8.0
JG178713,2023-03-08T17:00:00.000,001XX E CHICAGO AVE,THEFT,06,POCKET-PICKING,42,RESTAURANT,N,1833,0870,N,36.0,"{'latitude': '41.896726821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.624660488'}",1905754.0,41.896726821,22.0,1177188.0,-87.624660488,104.0,21182.0,37.0
JG178654,2023-03-08T15:18:00.000,091XX S COTTAGE GROVE AVE,WEAPONS VIOLATION,15,RECKLESS FIREARM DISCHARGE,8,RESIDENCE - YARD (FRONT / BACK),N,633,1477,N,35.0,"{'latitude': '41.728042606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.604613912'}",1844332.0,41.728042606,9.0,1183167.0,-87.604613912,429.0,21546.0,40.0
JG177892,2023-03-08T01:08:00.000,056XX S DR MARTIN LUTHER KING JR DR,BATTERY,04B,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,20,APARTMENT,Y,231,0497,Y,4.0,"{'latitude': '41.792357766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.615917551'}",1867742.0,41.792357766,53.0,1179886.0,-87.615917551,401.0,22260.0,7.0
JG119043,2023-01-16T22:00:00.000,035XX S PRAIRIE AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,3,PARKING LOT / GARAGE (NON RESIDENTIAL),N,212,0910,N,9.0,"{'latitude': '41.830202604', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.62053299'}",1881522.0,41.830202604,12.0,1178513.0,-87.62053299,222.0,4301.0,1.0
JG118846,2023-01-16T21:30:00.000,040XX E 134TH ST,CRIMINAL DAMAGE,14,TO VEHICLE,10,STREET,N,433,1320,N,47.0,"{'latitude': '41.651431329', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.527258234'}",1816604.0,41.651431329,47.0,1204544.0,-87.527258234,787.0,22250.0,52.0
JF322968,2022-07-14T19:35:00.000,126XX S STEWART AVE,THEFT,06,OVER $500,9,VEHICLE - DELIVERY TRUCK,N,523,0810,N,,,,,,,,,,
JG119658,2023-01-16T22:13:00.000,016XX N CENTRAL PARK AVE,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,26,APARTMENT,Y,1422,2826,N,49.0,"{'latitude': '41.910854963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.716574667'}",1910709.0,41.910854963,10.0,1152127.0,-87.716574667,391.0,22535.0,24.0
JG117819,2023-01-16T05:22:00.000,022XX S SAWYER AVE,CRIMINAL TRESPASS,26,TO RESIDENCE,12,RESIDENCE,Y,1024,1365,N,1.0,"{'latitude': '41.850926135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.706447738'}",1888891.0,41.850926135,14.0,1155043.0,-87.706447738,291.0,21569.0,32.0
JG118372,2023-01-16T13:00:00.000,079XX S INGLESIDE AVE,ASSAULT,08A,SIMPLE,8,APARTMENT,N,624,0560,N,35.0,"{'latitude': '41.750682745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.601528757'}",1852589.0,41.750682745,9.0,1183939.0,-87.601528757,247.0,21546.0,40.0
JG118868,2023-01-16T16:30:00.000,080XX S PEORIA ST,MOTOR VEHICLE THEFT,07,ATTEMPT - AUTOMOBILE,21,STREET,N,621,0920,N,13.0,"{'latitude': '41.748196245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.646396543'}",1851582.0,41.748196245,18.0,1171703.0,-87.646396543,487.0,21554.0,70.0
JG118076,2023-01-16T10:28:00.000,005XX N LEAMINGTON AVE,BATTERY,08B,DOMESTIC BATTERY SIMPLE,37,APARTMENT,Y,1532,0486,N,45.0,"{'latitude': '41.890205665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.754205244'}",1903113.0,41.890205665,11.0,1141935.0,-87.754205244,694.0,22216.0,26.0
JG118298,2023-01-16T13:25:00.000,036XX W SHAKESPEARE AVE,ASSAULT,08A,SIMPLE,35,APARTMENT,N,2525,0560,N,12.0,"{'latitude': '41.920017052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.717941503'}",1914045.0,41.920017052,10.0,1151731.0,-87.717941503,73.0,22535.0,23.0
JG118559,2023-01-16T17:10:00.000,059XX N VIRGINIA AVE,CRIMINAL DAMAGE,14,TO PROPERTY,40,APARTMENT,N,2011,1310,N,24.0,"{'latitude': '41.989125137', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.706884974'}",1939250.0,41.989125137,46.0,1154556.0,-87.706884974,65.0,4450.0,20.0
JG117864,2023-01-16T06:50:00.000,037XX W ADDISON ST,ASSAULT,08A,SIMPLE,30,PARKING LOT / GARAGE (NON RESIDENTIAL),N,1732,0560,N,21.0,"{'latitude': '41.946464013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.720672053'}",1923677.0,41.946464013,27.0,1150919.0,-87.720672053,326.0,21538.0,16.0
JG117930,2023-01-16T06:30:00.000,016XX E 91ST ST,BURGLARY,05,FORCIBLE ENTRY,8,RESIDENCE,N,413,0610,N,35.0,"{'latitude': '41.729641375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.584373314'}",1844962.0,41.729641375,9.0,1188687.0,-87.584373314,492.0,21202.0,44.0
JG118636,2023-01-16T18:00:00.000,057XX S NORDICA AVE,DECEPTIVE PRACTICE,10,FORGERY,23,RESIDENCE,N,811,1120,N,15.0,"{'latitude': '41.787418029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.797545188'}",1865581.0,41.787418029,35.0,1130368.0,-87.797545188,589.0,22268.0,53.0
JG179332,2023-03-08T19:00:00.000,042XX W Cullom Ave,THEFT,06,OVER $500,39,STREET,N,1722,0810,N,38.0,"{'latitude': '41.959060989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.733338707'}",1928243.0,41.959060989,25.0,1147441.0,-87.733338707,269.0,22618.0,16.0
JF403355,2022-09-19T16:00:00.000,008XX N FRANKLIN ST,THEFT,06,OVER $500,27,SIDEWALK,N,1823,0810,N,,,,,,,,,,
JG118765,2023-01-16T20:55:00.000,001XX N STATE ST,DECEPTIVE PRACTICE,11,THEFT OF LABOR / SERVICES,42,CTA TRAIN,N,111,1210,Y,36.0,"{'latitude': '41.885481891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.627935689'}",1901649.0,41.885481891,22.0,1176330.0,-87.627935689,92.0,14309.0,38.0
JG121779,2023-01-16T15:00:00.000,0000X E BRAYTON ST,THEFT,06,OVER $500,9,RESIDENCE - PORCH / HALLWAY,N,532,0810,N,43.0,"{'latitude': '41.665426368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.621427471'}",1821477.0,41.665426368,30.0,1178766.0,-87.621427471,504.0,21861.0,50.0
JG118446,2023-01-16T08:00:00.000,020XX W 71ST ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,17,STREET,N,735,0910,N,31.0,"{'latitude': '41.764794125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.675048735'}",1857569.0,41.764794125,17.0,1163838.0,-87.675048735,433.0,22257.0,65.0
JG118747,2023-01-16T05:00:00.000,049XX N SHERIDAN RD,BURGLARY,05,UNLAWFUL ENTRY,48,APARTMENT,N,2024,0620,N,16.0,"{'latitude': '41.972419422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.654906985'}",1933270.0,41.972419422,37.0,1168735.0,-87.654906985,634.0,22616.0,31.0
JF479676,2022-11-18T17:20:00.000,016XX W MARQUETTE RD,BATTERY,04B,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,15,APARTMENT,Y,725,0420,Y,2.0,"{'latitude': '41.772169411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.665771853'}",1860276.0,41.772169411,44.0,1166348.0,-87.665771853,283.0,22257.0,65.0
JG118604,2023-01-16T17:40:00.000,034XX W ADDISON ST,ASSAULT,08A,SIMPLE,35,DEPARTMENT STORE,N,1732,0560,N,12.0,"{'latitude': '41.946561316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.713238439'}",1923727.0,41.946561316,15.0,1152941.0,-87.713238439,325.0,21538.0,16.0
JG118048,2023-01-16T00:01:00.000,041XX S ELLIS AVE,OTHER OFFENSE,26,HARASSMENT BY TELEPHONE,4,APARTMENT,N,214,2825,N,10.0,"{'latitude': '41.819085834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.602236259'}",1877513.0,41.819085834,1.0,1183534.0,-87.602236259,220.0,4301.0,2.0
JG117773,2023-01-16T03:10:00.000,017XX E 95TH ST,CRIMINAL DAMAGE,14,TO PROPERTY,7,RESTAURANT,N,431,1310,N,37.0,"{'latitude': '41.722383615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.581996008'}",1842323.0,41.722383615,43.0,1189359.0,-87.581996008,252.0,21202.0,48.0
JG119105,2023-01-16T00:45:00.000,049XX S TRIPP AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,14,STREET,N,815,0910,N,8.0,"{'latitude': '41.803288693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.729575055'}",1871487.0,41.803288693,35.0,1148864.0,-87.729575055,697.0,22248.0,54.0
JG118608,2023-01-16T17:00:00.000,065XX S KEATING AVE,DECEPTIVE PRACTICE,11,FINANCIAL IDENTITY THEFT OVER $ 300,13,RESIDENCE,N,833,1153,N,15.0,"{'latitude': '41.774255638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.740944554'}",1860886.0,41.774255638,23.0,1145837.0,-87.740944554,338.0,21867.0,62.0
JG118541,2023-01-16T14:49:00.000,079XX S WOODLAWN AVE,CRIMINAL DAMAGE,14,TO VEHICLE,8,STREET,N,411,1320,N,35.0,"{'latitude': '41.750075858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.595459637'}",1852382.0,41.750075858,9.0,1185597.0,-87.595459637,133.0,21546.0,41.0
JG118443,2023-01-16T15:59:00.000,072XX S WOOD ST,BATTERY,08B,DOMESTIC BATTERY SIMPLE,17,RESIDENCE,Y,735,0486,N,31.0,"{'latitude': '41.762506705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.66860639'}",1856749.0,41.762506705,17.0,1165602.0,-87.66860639,433.0,22257.0,65.0
JG119729,2023-01-16T18:00:00.000,016XX S AVERS AVE,MOTOR VEHICLE THEFT,07,AUTOMOBILE,24,STREET,N,1014,0910,N,14.0,"{'latitude': '41.858129731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.721185545'}",1891487.0,41.858129731,36.0,1151009.0,-87.721185545,752.0,21569.0,30.0
JG118163,2023-01-16T12:15:00.000,037XX W 26TH ST,THEFT,06,$500 AND UNDER,22,TAVERN / LIQUOR STORE,N,1013,0820,Y,28.0,"{'latitude': '41.844334316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.718102101'}",1886466.0,41.844334316,14.0,1151885.0,-87.718102101,227.0,21569.0,32.0
JG118612,2023-01-16T17:00:00.000,084XX S RACINE AVE,NARCOTICS,18,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,21,STREET,N,613,1822,Y,13.0,"{'latitude': '41.740847936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.653477045'}",1848889.0,41.740847936,18.0,1169792.0,-87.653477045,531.0,21554.0,70.0
JG118339,2023-01-16T12:15:00.000,017XX W HARRISON ST,ASSAULT,08A,SIMPLE,27,STREET,Y,1231,0560,N,46.0,"{'latitude': '41.874138467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.670057885'}",1897424.0,41.874138467,48.0,1164892.0,-87.670057885,5.0,21184.0,29.0
JG118182,2023-01-16T09:00:00.000,046XX S EVANS AVE,THEFT,06,OVER $500,4,APARTMENT,N,221,0810,N,10.0,"{'latitude': '41.810509719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.607821275'}",1874375.0,41.810509719,1.0,1182038.0,-87.607821275,165.0,4301.0,4.0
JG118775,2023-01-16T20:25:00.000,006XX E 101ST PL,BATTERY,08B,DOMESTIC BATTERY SIMPLE,9,RESIDENCE,Y,511,0486,N,43.0,"{'latitude': '41.71014033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.60791086'}",1837801.0,41.71014033,30.0,1182322.0,-87.60791086,570.0,21861.0,45.0
JG117887,2023-01-16T01:50:00.000,054XX W AUGUSTA BLVD,CRIMINAL DAMAGE,14,TO VEHICLE,37,STREET,N,1524,1320,N,45.0,"{'latitude': '41.898523768', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.762486517'}",1906129.0,41.898523768,4.0,1139660.0,-87.762486517,562.0,4299.0,26.0
JG118670,2023-01-16T17:00:00.000,025XX E 98TH ST,MOTOR VEHICLE THEFT,07,AUTOMOBILE,10,DRIVEWAY - RESIDENTIAL,N,431,0910,N,47.0,"{'latitude': '41.717242325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.563163197'}",1840495.0,41.717242325,43.0,1194517.0,-87.563163197,527.0,21202.0,48.0
JG118142,2023-01-16T11:20:00.000,016XX W 87TH ST,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,21,RESIDENCE,N,2221,2826,N,13.0,"{'latitude': '41.735781304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.663650053'}",1847021.0,41.735781304,6.0,1167030.0,-87.663650053,532.0,21554.0,70.0
JG117884,2023-01-16T07:16:00.000,026XX W 71ST ST,OTHER OFFENSE,26,HARASSMENT BY ELECTRONIC MEANS,18,APARTMENT,Y,831,2826,N,31.0,"{'latitude': '41.764604302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}', 'needs_recoding': False, 'longitude': '-87.689005226'}",1857471.0,41.764604302,6.0,1160031.0,-87.689005226,383.0,21867.0,64.0
